FCA Refunds Report (2021-09-28 to 2022-09-28)

Name,Request Date,Customer Name,Total,Pending Approval,Error(s)
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-15","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£2.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-14","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-13","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-07","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£0.01","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-06","Zarbakht jalil","£0.01","No",""
"test first test last","2022-07-06","Zarbakht jalil","£0.03","No",""
"test first test last","2022-07-06","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-04","Zarbakht jalil","£1.00","No",""
"test first test last","2022-07-04","Zarbakht jalil","£4.00","No",""
"test first test last","2022-06-30","Zarbakht jalil","£3.00","No",""
"test first test last","2022-06-23","Zarbakht jalil","£3.00","No",""
"test first test last","2022-06-23","Zarbakht jalil","£2.00","No",""
"test first test last","2022-06-23","Zarbakht jalil","£0.05","No",""
"test first test last","2022-06-23","Zarbakht jalil","£0.20","No",""
"test first test last","2022-06-23","Zarbakht jalil","£0.20","No",""
"test first test last","2022-06-23","Zarbakht jalil","£0.01","No",""
"test first test last","2022-06-22","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-06-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-06-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-06-22","Zarbakht jalil","£1.00","Yes",""
"test first test last","2022-06-22","Zarbakht jalil","£1.00","No",""
"test first test last","2022-06-21","Zarbakht jalil","£34.00","No",""
"test first test last","2022-06-21","Zarbakht jalil","£15.10","No",""
"test first test last","2022-06-21","Zarbakht jalil","£0.44","No",""
